loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,is_default,fico_score,dti_score,revol_score,grade_score,delinq_score,total_score,risk_tier
4000.0, 36 months,10.64,130.28,B,B4,9 years,MORTGAGE,61000.0,Source Verified,Fully Paid,credit_card,CA,6.63,0.0,660.0,664.0,5.0,0.0,87.1,0,3,1,4,2,1,11,Medium Risk
8500.0, 36 months,8.38,267.86,B,B1,2 years,RENT,44000.0,Source Verified,Fully Paid,credit_card,TX,24.11,0.0,675.0,679.0,8.0,0.0,60.2,0,3,3,3,2,1,12,Medium Risk
8625.0, 36 months,11.99,286.44,C,C1,2 years,RENT,60000.0,Source Verified,Charged Off,credit_card,NY,17.28,0.0,695.0,699.0,5.0,0.0,81.1,1,3,2,4,3,1,13,High Risk
13800.0, 60 months,13.67,318.75,C,C4,2 years,RENT,135000.0,Source Verified,Fully Paid,debt_consolidation,MO,13.57,2.0,665.0,669.0,11.0,1.0,36.0,0,3,2,2,3,3,13,High Risk
35000.0, 36 months,18.2,1268.85,E,E1,9 years,RENT,89000.0,Source Verified,Fully Paid,credit_card,CA,25.42,0.0,665.0,669.0,10.0,0.0,100.0,0,3,3,4,4,1,15,High Risk
4800.0, 36 months,15.41,167.36,D,D1,3 years,OWN,26000.0,Source Verified,Fully Paid,car,CA,34.67,0.0,725.0,729.0,14.0,0.0,2.3,0,2,4,1,4,1,12,Medium Risk
15000.0, 36 months,6.89,462.41,A,A3,10+ years,MORTGAGE,96125.0,Not Verified,Fully Paid,debt_consolidation,NY,9.6,0.0,750.0,754.0,6.0,0.0,97.7,0,1,1,4,1,1,8,Low Risk
15000.0, 36 months,11.22,492.65,B,B5,4 years,MORTGAGE,67000.0,Source Verified,Fully Paid,major_purchase,CA,6.11,1.0,690.0,694.0,17.0,0.0,28.5,0,3,1,2,2,2,10,Medium Risk
7200.0, 36 months,10.64,234.5,B,B4,10+ years,MORTGAGE,65000.0,Not Verified,Fully Paid,home_improvement,MI,10.36,0.0,795.0,799.0,11.0,0.0,12.7,0,1,2,1,2,1,7,Low Risk
11200.0, 36 months,12.59,375.17,C,C2,10+ years,MORTGAGE,54250.0,Verified,Fully Paid,debt_consolidation,GA,29.38,0.0,665.0,669.0,10.0,2.0,57.0,0,3,3,3,3,1,13,High Risk
8025.0, 36 months,11.22,263.57,B,B5,2 years,OWN,35000.0,Not Verified,Fully Paid,debt_consolidation,WV,15.02,0.0,695.0,699.0,9.0,0.0,34.0,0,3,2,2,2,1,10,Medium Risk
4800.0, 36 months,13.18,162.15,C,C3,5 years,RENT,100000.0,Source Verified,Fully Paid,home_improvement,AZ,14.39,0.0,660.0,664.0,10.0,1.0,31.9,0,3,2,2,3,1,11,Medium Risk
28000.0, 36 months,6.89,863.16,A,A3,9 years,RENT,150000.0,Source Verified,Fully Paid,credit_card,CA,20.75,0.0,695.0,699.0,10.0,0.0,86.4,0,3,3,4,1,1,12,Medium Risk
10000.0, 36 months,12.59,334.97,C,C2,5 years,MORTGAGE,50000.0,Source Verified,Fully Paid,debt_consolidation,IN,25.88,0.0,670.0,674.0,11.0,1.0,60.1,0,3,3,3,3,1,13,High Risk
4250.0, 36 months,7.26,131.74,A,A4,10+ years,RENT,35000.0,Not Verified,Fully Paid,other,MS,15.84,0.0,800.0,804.0,10.0,0.0,9.8,0,1,2,1,1,1,6,Low Risk
21600.0, 36 months,14.48,743.29,C,C5,10+ years,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,CA,14.08,0.0,675.0,679.0,12.0,0.0,98.4,0,3,2,4,3,1,13,High Risk
10550.0, 60 months,24.99,309.6,F,F4,Unknown,OWN,22000.0,Not Verified,Charged Off,credit_card,FL,5.89,0.0,685.0,689.0,6.0,0.0,44.7,1,3,1,2,4,1,11,Medium Risk
35000.0, 36 months,13.67,1190.62,C,C4,4 years,MORTGAGE,100000.0,Verified,Fully Paid,debt_consolidation,CA,23.81,0.0,690.0,694.0,15.0,0.0,57.9,0,3,3,3,3,1,13,High Risk
20000.0, 36 months,7.89,625.72,A,A5,10+ years,RENT,66800.0,Source Verified,Charged Off,debt_consolidation,CA,23.46,0.0,690.0,694.0,18.0,0.0,49.5,1,3,3,2,1,1,10,Medium Risk
35000.0, 60 months,14.48,823.13,C,C5,6 years,MORTGAGE,140000.0,Source Verified,Fully Paid,house,CT,3.29,0.0,815.0,819.0,12.0,0.0,10.8,0,1,1,1,3,1,7,Low Risk
6000.0, 36 months,11.99,199.26,C,C1,10+ years,MORTGAGE,55000.0,Verified,Fully Paid,debt_consolidation,NY,18.18,1.0,665.0,669.0,8.0,0.0,48.3,0,3,2,2,3,2,12,Medium Risk
8400.0, 36 months,10.64,273.58,B,B4,10+ years,MORTGAGE,97416.0,Verified,Fully Paid,debt_consolidation,NY,18.5,1.0,665.0,669.0,15.0,1.0,72.9,0,3,2,3,2,2,12,Medium Risk
25000.0, 36 months,5.32,752.87,A,A1,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,credit_card,OR,17.79,0.0,730.0,734.0,9.0,0.0,48.0,0,2,2,2,1,1,8,Low Risk
19600.0, 36 months,11.22,643.73,B,B5,10+ years,RENT,45000.0,Verified,Fully Paid,credit_card,AZ,10.8,0.0,680.0,684.0,5.0,0.0,81.4,0,3,2,4,2,1,12,Medium Risk
12000.0, 36 months,6.24,366.37,A,A2,10+ years,RENT,77500.0,Not Verified,Fully Paid,debt_consolidation,MA,31.93,0.0,745.0,749.0,15.0,0.0,35.1,0,2,4,2,1,1,10,Medium Risk
14400.0, 60 months,16.55,354.41,D,D2,1 year,RENT,36000.0,Source Verified,Fully Paid,credit_card,TN,29.77,0.0,665.0,669.0,25.0,0.0,60.8,0,3,3,3,4,1,14,High Risk
9000.0, 36 months,6.24,274.78,A,A2,2 years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,PA,24.54,0.0,705.0,709.0,10.0,0.0,58.4,0,2,3,3,1,1,10,Medium Risk
7500.0, 36 months,10.64,244.27,B,B4,10+ years,MORTGAGE,69000.0,Source Verified,Fully Paid,home_improvement,IL,5.69,1.0,685.0,689.0,8.0,0.0,54.0,0,3,1,3,2,2,11,Medium Risk
18200.0, 36 months,9.76,585.22,B,B3,10+ years,RENT,84998.0,Verified,Fully Paid,debt_consolidation,IL,10.57,0.0,715.0,719.0,11.0,0.0,44.4,0,2,2,2,2,1,9,Medium Risk
14000.0, 60 months,18.2,357.04,E,E1,5 years,RENT,34000.0,Source Verified,Charged Off,debt_consolidation,UT,18.99,3.0,660.0,664.0,8.0,1.0,55.1,1,3,2,3,4,4,16,High Risk
24000.0, 60 months,18.2,612.06,E,E1,2 years,OWN,110000.0,Verified,Charged Off,debt_consolidation,TX,19.61,2.0,660.0,664.0,16.0,0.0,33.6,1,3,2,2,4,3,14,High Risk
5000.0, 36 months,8.38,157.56,B,B1,1 year,RENT,110000.0,Source Verified,Fully Paid,credit_card,OR,2.49,3.0,665.0,669.0,6.0,0.0,56.4,0,3,1,3,2,4,13,High Risk
6500.0, 36 months,8.38,204.83,B,B1,4 years,MORTGAGE,80000.0,Not Verified,Fully Paid,credit_card,SC,14.27,0.0,685.0,689.0,9.0,0.0,56.0,0,3,2,3,2,1,11,Medium Risk
4000.0, 36 months,9.17,127.52,B,B2,10+ years,MORTGAGE,40000.0,Source Verified,Fully Paid,credit_card,KY,7.77,1.0,665.0,669.0,5.0,0.0,79.6,0,3,1,4,2,2,12,Medium Risk
5000.0, 36 months,8.38,157.56,B,B1,3 years,RENT,58000.0,Not Verified,Fully Paid,credit_card,ND,20.36,14.0,665.0,669.0,19.0,0.0,79.3,0,3,3,4,2,4,16,High Risk
24000.0, 60 months,7.89,485.38,A,A5,Unknown,MORTGAGE,109000.0,Verified,Fully Paid,debt_consolidation,CA,9.96,0.0,715.0,719.0,14.0,0.0,27.2,0,2,1,2,1,1,7,Low Risk
10000.0, 36 months,7.26,309.97,A,A4,4 years,RENT,50000.0,Not Verified,Fully Paid,credit_card,VA,25.9,0.0,730.0,734.0,8.0,0.0,36.0,0,2,3,2,1,1,9,Medium Risk
4800.0, 36 months,12.59,160.79,C,C2,3 years,RENT,90000.0,Verified,Fully Paid,other,FL,15.87,0.0,690.0,694.0,26.0,0.0,46.6,0,3,2,2,3,1,11,Medium Risk
10000.0, 36 months,15.41,348.67,D,D1,10+ years,MORTGAGE,94433.76,Verified,Charged Off,other,KS,34.83,1.0,670.0,674.0,14.0,0.0,65.6,1,3,4,3,4,2,16,High Risk
5575.0, 36 months,12.59,186.75,C,C2,2 years,RENT,55000.0,Source Verified,Fully Paid,credit_card,MT,13.0,3.0,660.0,664.0,6.0,0.0,75.0,0,3,2,4,3,4,16,High Risk
12000.0, 36 months,16.55,425.16,D,D2,6 years,MORTGAGE,92000.0,Source Verified,Charged Off,debt_consolidation,NJ,15.55,1.0,660.0,664.0,8.0,0.0,77.4,1,3,2,4,4,2,15,High Risk
15000.0, 60 months,15.41,360.09,D,D1,3 years,MORTGAGE,120000.0,Source Verified,Charged Off,debt_consolidation,WI,14.47,0.0,675.0,679.0,14.0,0.0,53.5,1,3,2,3,4,1,13,High Risk
3000.0, 36 months,11.22,98.53,B,B5,10+ years,MORTGAGE,96000.0,Verified,Fully Paid,debt_consolidation,AZ,20.39,2.0,670.0,674.0,10.0,0.0,81.2,0,3,3,4,2,3,15,High Risk
26500.0, 36 months,18.2,960.7,E,E1,Unknown,MORTGAGE,69788.0,Verified,Fully Paid,debt_consolidation,TX,28.29,0.0,700.0,704.0,10.0,0.0,77.6,0,2,3,4,4,1,14,High Risk
10075.0, 36 months,18.2,365.25,E,E1,10+ years,OWN,28000.0,Verified,Fully Paid,debt_consolidation,MS,36.91,0.0,670.0,674.0,13.0,1.0,58.1,0,3,4,3,4,1,15,High Risk
4200.0, 36 months,10.64,136.79,B,B4,Unknown,RENT,61000.0,Verified,Fully Paid,other,VA,25.2,0.0,690.0,694.0,5.0,0.0,64.0,0,3,3,3,2,1,12,Medium Risk
10000.0, 36 months,10.64,325.69,B,B4,10+ years,MORTGAGE,32032.0,Source Verified,Charged Off,debt_consolidation,PA,30.24,0.0,695.0,699.0,5.0,0.0,70.5,1,3,4,3,2,1,13,High Risk
6000.0, 36 months,11.99,199.26,C,C1,2 years,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,NC,18.15,1.0,660.0,664.0,9.0,0.0,43.7,0,3,2,2,3,2,12,Medium Risk
2500.0, 36 months,9.76,80.39,B,B3,< 1 year,RENT,34000.0,Source Verified,Fully Paid,other,NJ,17.75,2.0,665.0,669.0,12.0,0.0,34.1,0,3,2,2,2,3,12,Medium Risk
12000.0, 36 months,13.18,405.37,C,C3,2 years,MORTGAGE,128000.0,Source Verified,Charged Off,debt_consolidation,GA,18.95,4.0,680.0,684.0,10.0,0.0,94.2,1,3,2,4,3,4,16,High Risk
18000.0, 36 months,5.32,542.07,A,A1,10+ years,MORTGAGE,150000.0,Not Verified,Fully Paid,credit_card,TX,16.7,0.0,715.0,719.0,15.0,0.0,55.3,0,2,2,3,1,1,9,Medium Risk
5000.0, 36 months,18.49,182.0,E,E2,6 years,MORTGAGE,30000.0,Verified,Charged Off,medical,IL,8.16,0.0,660.0,664.0,5.0,0.0,70.5,1,3,1,3,4,1,12,Medium Risk
3000.0, 36 months,7.89,93.86,A,A5,1 year,MORTGAGE,70000.0,Not Verified,Fully Paid,home_improvement,AK,16.13,0.0,720.0,724.0,16.0,0.0,23.7,0,2,2,1,1,1,7,Low Risk
10000.0, 36 months,14.48,344.12,C,C5,2 years,RENT,55000.0,Verified,Fully Paid,debt_consolidation,CA,7.2,0.0,695.0,699.0,7.0,0.0,91.1,0,3,1,4,3,1,12,Medium Risk
8000.0, 36 months,7.26,247.97,A,A4,10+ years,MORTGAGE,50000.0,Not Verified,Fully Paid,debt_consolidation,WA,4.87,0.0,730.0,734.0,11.0,0.0,21.1,0,2,1,1,1,1,6,Low Risk
12000.0, 36 months,7.89,375.43,A,A5,10+ years,MORTGAGE,75000.0,Not Verified,Fully Paid,credit_card,PA,28.48,0.0,760.0,764.0,24.0,0.0,33.5,0,1,3,2,1,1,8,Low Risk
11200.0, 36 months,13.67,381.0,C,C4,10+ years,RENT,75000.0,Source Verified,Fully Paid,car,CA,9.87,0.0,690.0,694.0,12.0,1.0,8.3,0,3,1,1,3,1,9,Medium Risk
1000.0, 36 months,12.59,33.5,C,C2,10+ years,RENT,37000.0,Source Verified,Charged Off,home_improvement,CA,12.36,1.0,730.0,734.0,10.0,0.0,28.7,1,2,2,2,3,2,11,Medium Risk
2400.0, 36 months,11.99,79.71,C,C1,10+ years,OWN,72000.0,Not Verified,Charged Off,vacation,FL,21.0,0.0,710.0,714.0,10.0,1.0,23.2,1,2,3,1,3,1,10,Medium Risk
10000.0, 36 months,9.17,318.79,B,B2,3 years,RENT,42000.0,Not Verified,Fully Paid,credit_card,CA,37.55,1.0,700.0,704.0,14.0,0.0,32.2,0,2,4,2,2,2,12,Medium Risk
5000.0, 36 months,11.99,166.05,C,C1,< 1 year,RENT,21000.0,Source Verified,Charged Off,debt_consolidation,CO,14.63,1.0,660.0,664.0,17.0,0.0,39.2,1,3,2,2,3,2,12,Medium Risk
9500.0, 36 months,11.99,315.5,C,C1,10+ years,RENT,65000.0,Source Verified,Charged Off,debt_consolidation,NJ,28.86,0.0,665.0,669.0,14.0,0.0,64.8,1,3,3,3,3,1,13,High Risk
28000.0, 36 months,18.2,1015.08,E,E1,4 years,MORTGAGE,90000.0,Source Verified,Fully Paid,debt_consolidation,NJ,16.15,0.0,670.0,674.0,12.0,0.0,46.4,0,3,2,2,4,1,12,Medium Risk
6000.0, 36 months,9.17,191.28,B,B2,3 years,MORTGAGE,48000.0,Source Verified,Fully Paid,debt_consolidation,MS,14.86,0.0,695.0,699.0,9.0,0.0,79.4,0,3,2,4,2,1,12,Medium Risk
21600.0, 36 months,9.76,694.54,B,B3,3 years,OWN,68000.0,Source Verified,Fully Paid,debt_consolidation,WA,8.05,1.0,680.0,684.0,11.0,0.0,41.4,0,3,1,2,2,2,10,Medium Risk
5000.0, 36 months,11.22,164.22,B,B5,6 years,RENT,35000.0,Verified,Fully Paid,debt_consolidation,ME,13.65,0.0,690.0,694.0,8.0,2.0,32.0,0,3,2,2,2,1,10,Medium Risk
35000.0, 60 months,12.59,789.04,C,C2,10+ years,MORTGAGE,121750.0,Verified,Fully Paid,debt_consolidation,VA,12.85,0.0,705.0,709.0,12.0,0.0,68.0,0,2,2,3,3,1,11,Medium Risk
6000.0, 36 months,7.89,187.72,A,A5,4 years,MORTGAGE,41000.0,Source Verified,Fully Paid,debt_consolidation,GA,10.63,0.0,720.0,724.0,9.0,0.0,48.0,0,2,2,2,1,1,8,Low Risk
12500.0, 36 months,8.38,393.9,B,B1,3 years,RENT,165000.0,Not Verified,Fully Paid,debt_consolidation,PA,20.48,0.0,695.0,699.0,10.0,1.0,63.8,0,3,3,3,2,1,12,Medium Risk
6300.0, 36 months,9.17,200.84,B,B2,2 years,RENT,39000.0,Verified,Fully Paid,credit_card,FL,33.6,0.0,670.0,674.0,11.0,1.0,60.0,0,3,4,3,2,1,13,High Risk
14000.0, 60 months,16.55,344.56,D,D2,Unknown,RENT,68000.0,Verified,Fully Paid,debt_consolidation,NJ,37.36,0.0,660.0,664.0,10.0,0.0,96.6,0,3,4,4,4,1,16,High Risk
15000.0, 36 months,9.76,482.32,B,B3,7 years,MORTGAGE,65000.0,Not Verified,Fully Paid,debt_consolidation,OH,21.05,0.0,700.0,704.0,18.0,0.0,39.6,0,2,3,2,2,1,10,Medium Risk
4000.0, 36 months,13.67,136.08,C,C4,1 year,RENT,45000.0,Source Verified,Fully Paid,credit_card,NY,4.45,0.0,670.0,674.0,6.0,0.0,46.6,0,3,1,2,3,1,10,Medium Risk
35000.0, 36 months,7.89,1095.0,A,A5,5 years,MORTGAGE,230000.0,Source Verified,Fully Paid,debt_consolidation,FL,7.75,0.0,725.0,729.0,13.0,0.0,39.2,0,2,1,2,1,1,7,Low Risk
13800.0, 60 months,20.99,373.26,E,E5,1 year,MORTGAGE,165000.0,Source Verified,Charged Off,debt_consolidation,TN,16.27,0.0,675.0,679.0,10.0,1.0,62.5,1,3,2,3,4,1,13,High Risk
10200.0, 60 months,12.59,229.95,C,C2,7 years,MORTGAGE,66000.0,Source Verified,Fully Paid,debt_consolidation,NM,18.87,0.0,680.0,684.0,11.0,1.0,51.1,0,3,2,3,3,1,12,Medium Risk
7775.0, 36 months,10.64,253.23,B,B4,8 years,MORTGAGE,51000.0,Not Verified,Fully Paid,debt_consolidation,PA,20.28,0.0,665.0,669.0,8.0,0.0,56.0,0,3,3,3,2,1,12,Medium Risk
1600.0, 36 months,14.48,55.06,C,C5,10+ years,MORTGAGE,58000.0,Source Verified,Fully Paid,other,VA,17.62,1.0,670.0,674.0,19.0,0.0,66.6,0,3,2,3,3,2,13,High Risk
18675.0, 36 months,7.89,584.26,A,A5,1 year,RENT,65000.0,Verified,Fully Paid,credit_card,FL,13.42,2.0,680.0,684.0,6.0,0.0,60.7,0,3,2,3,1,3,12,Medium Risk
3500.0, 36 months,11.99,116.24,C,C1,10+ years,RENT,38000.0,Not Verified,Fully Paid,credit_card,PA,24.13,0.0,660.0,664.0,7.0,0.0,81.3,0,3,3,4,3,1,14,High Risk
7250.0, 36 months,18.49,263.9,E,E2,10+ years,RENT,54000.0,Verified,Fully Paid,debt_consolidation,FL,28.91,0.0,665.0,669.0,12.0,0.0,61.2,0,3,3,3,4,1,14,High Risk
15000.0, 36 months,6.24,457.97,A,A2,7 years,MORTGAGE,90498.0,Not Verified,Fully Paid,credit_card,CO,12.74,0.0,735.0,739.0,12.0,0.0,71.9,0,2,2,3,1,1,9,Medium Risk
9000.0, 36 months,7.89,281.58,A,A5,2 years,RENT,55050.0,Source Verified,Fully Paid,debt_consolidation,CA,14.86,0.0,725.0,729.0,10.0,0.0,39.6,0,2,2,2,1,1,8,Low Risk
4000.0, 36 months,10.64,130.28,B,B4,1 year,RENT,43800.0,Source Verified,Fully Paid,car,FL,23.15,0.0,695.0,699.0,21.0,0.0,42.0,0,3,3,2,2,1,11,Medium Risk
8000.0, 36 months,9.76,257.24,B,B3,10+ years,MORTGAGE,98000.0,Verified,Fully Paid,home_improvement,CA,30.65,0.0,735.0,739.0,18.0,0.0,61.2,0,2,4,3,2,1,12,Medium Risk
10000.0, 36 months,11.22,328.43,B,B5,10+ years,MORTGAGE,50000.0,Verified,Fully Paid,debt_consolidation,NM,18.88,0.0,700.0,704.0,7.0,0.0,43.9,0,2,2,2,2,1,9,Medium Risk
4200.0, 36 months,14.48,144.53,C,C5,10+ years,MORTGAGE,60000.0,Verified,Fully Paid,credit_card,TN,35.68,0.0,695.0,699.0,16.0,0.0,47.5,0,3,4,2,3,1,13,High Risk
14925.0, 36 months,14.48,513.59,C,C5,7 years,MORTGAGE,55000.0,Verified,Fully Paid,credit_card,NV,15.3,0.0,690.0,694.0,14.0,0.0,87.2,0,3,2,4,3,1,13,High Risk
4000.0, 36 months,11.99,132.84,C,C1,3 years,MORTGAGE,40000.0,Verified,Fully Paid,debt_consolidation,CO,27.66,0.0,670.0,674.0,10.0,0.0,71.0,0,3,3,3,3,1,13,High Risk
14375.0, 36 months,5.32,432.9,A,A1,10+ years,MORTGAGE,70000.0,Source Verified,Fully Paid,credit_card,WI,14.86,0.0,710.0,714.0,12.0,0.0,42.1,0,2,2,2,1,1,8,Low Risk
12000.0, 36 months,9.76,385.86,B,B3,10+ years,MORTGAGE,130000.0,Verified,Fully Paid,debt_consolidation,NY,18.7,3.0,675.0,679.0,18.0,0.0,42.8,0,3,2,2,2,4,13,High Risk
3200.0, 36 months,11.99,106.28,C,C1,3 years,OWN,32000.0,Source Verified,Charged Off,debt_consolidation,TX,16.99,0.0,705.0,709.0,16.0,0.0,44.2,1,2,2,2,3,1,10,Medium Risk
14000.0, 60 months,20.99,378.67,E,E5,3 years,RENT,90000.0,Verified,Charged Off,other,OR,22.31,6.0,685.0,689.0,14.0,0.0,38.7,1,3,3,2,4,4,16,High Risk
9600.0, 36 months,7.26,297.57,A,A4,2 years,RENT,100000.0,Verified,Fully Paid,debt_consolidation,PA,11.1,0.0,700.0,704.0,10.0,0.0,31.4,0,2,2,2,1,1,8,Low Risk
19000.0, 36 months,15.41,662.47,D,D1,5 years,RENT,50000.0,Verified,Charged Off,moving,NJ,29.55,0.0,710.0,714.0,7.0,0.0,41.6,1,2,3,2,4,1,12,Medium Risk
9800.0, 36 months,10.64,319.18,B,B4,1 year,MORTGAGE,50000.0,Source Verified,Fully Paid,debt_consolidation,MS,7.73,1.0,660.0,664.0,8.0,1.0,38.9,0,3,1,2,2,2,10,Medium Risk
24000.0, 60 months,13.67,554.35,C,C4,< 1 year,MORTGAGE,87150.0,Not Verified,Charged Off,credit_card,AR,21.15,2.0,670.0,674.0,13.0,0.0,52.8,1,3,3,3,3,3,15,High Risk
35000.0, 60 months,16.55,861.4,D,D2,10+ years,MORTGAGE,120000.0,Verified,Fully Paid,debt_consolidation,IN,13.91,3.0,660.0,664.0,9.0,0.0,44.3,0,3,2,2,4,4,15,High Risk
20000.0, 60 months,7.89,404.48,A,A5,< 1 year,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,FL,13.28,0.0,700.0,704.0,10.0,0.0,32.7,0,2,2,2,1,1,8,Low Risk
20750.0, 36 months,9.17,661.49,B,B2,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,NV,37.76,0.0,720.0,724.0,19.0,0.0,60.9,0,2,4,3,2,1,12,Medium Risk
35000.0, 36 months,13.18,1182.33,C,C3,10+ years,MORTGAGE,97000.0,Source Verified,Fully Paid,debt_consolidation,HI,20.95,0.0,705.0,709.0,21.0,0.0,47.2,0,2,3,2,3,1,11,Medium Risk
15000.0, 36 months,13.67,510.27,C,C4,< 1 year,MORTGAGE,44000.0,Verified,Charged Off,debt_consolidation,NY,23.46,0.0,670.0,674.0,15.0,0.0,63.5,1,3,3,3,3,1,13,High Risk
10000.0, 36 months,9.76,321.55,B,B3,Unknown,MORTGAGE,52400.0,Verified,Fully Paid,other,IL,10.49,0.0,730.0,734.0,8.0,1.0,12.8,0,2,2,1,2,1,8,Low Risk
5000.0, 36 months,15.41,174.34,D,D1,Unknown,MORTGAGE,23000.0,Verified,Fully Paid,debt_consolidation,RI,23.17,0.0,670.0,674.0,7.0,1.0,79.3,0,3,3,4,4,1,15,High Risk
10000.0, 36 months,7.26,309.97,A,A4,1 year,RENT,175000.0,Source Verified,Charged Off,debt_consolidation,VA,18.43,0.0,715.0,719.0,12.0,0.0,54.2,1,2,2,3,1,1,9,Medium Risk
5000.0, 36 months,7.26,154.99,A,A4,1 year,MORTGAGE,40000.0,Not Verified,Charged Off,home_improvement,OH,23.64,0.0,705.0,709.0,14.0,0.0,34.7,1,2,3,2,1,1,9,Medium Risk
8700.0, 36 months,11.99,288.93,C,C1,1 year,RENT,50419.2,Source Verified,Fully Paid,debt_consolidation,FL,14.02,0.0,700.0,704.0,5.0,0.0,56.6,0,2,2,3,3,1,11,Medium Risk
15200.0, 36 months,8.38,478.99,B,B1,1 year,OWN,50000.0,Not Verified,Fully Paid,credit_card,MD,37.13,0.0,780.0,784.0,18.0,0.0,25.6,0,1,4,2,2,1,10,Medium Risk
16000.0, 60 months,18.2,408.04,E,E1,2 years,MORTGAGE,60000.0,Source Verified,Charged Off,major_purchase,IN,13.06,0.0,665.0,669.0,7.0,1.0,44.1,1,3,2,2,4,1,12,Medium Risk
12675.0, 60 months,12.59,285.75,C,C2,10+ years,MORTGAGE,54700.0,Source Verified,Fully Paid,debt_consolidation,CA,30.56,0.0,680.0,684.0,11.0,1.0,24.5,0,3,4,1,3,1,12,Medium Risk
20575.0, 60 months,16.55,506.38,D,D2,3 years,MORTGAGE,65000.0,Source Verified,Charged Off,debt_consolidation,CO,36.32,0.0,685.0,689.0,15.0,0.0,48.9,1,3,4,2,4,1,14,High Risk
18000.0, 60 months,12.59,405.79,C,C2,10+ years,RENT,41000.0,Source Verified,Charged Off,debt_consolidation,NY,25.97,0.0,690.0,694.0,14.0,0.0,63.1,1,3,3,3,3,1,13,High Risk
20000.0, 60 months,18.2,510.05,E,E1,5 years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,AL,32.18,0.0,665.0,669.0,8.0,0.0,26.1,0,3,4,2,4,1,14,High Risk
9000.0, 36 months,13.18,304.03,C,C3,8 years,RENT,29120.0,Source Verified,Fully Paid,other,FL,22.22,0.0,685.0,689.0,6.0,1.0,58.2,0,3,3,3,3,1,13,High Risk
35000.0, 60 months,18.2,892.59,E,E1,10+ years,MORTGAGE,167000.0,Verified,Charged Off,debt_consolidation,NC,26.87,3.0,690.0,694.0,28.0,0.0,79.6,1,3,3,4,4,4,18,Critical Risk
25300.0, 36 months,9.76,813.52,B,B3,2 years,OWN,55000.0,Not Verified,Fully Paid,debt_consolidation,LA,29.48,0.0,715.0,719.0,12.0,0.0,40.9,0,2,3,2,2,1,10,Medium Risk
5625.0, 36 months,9.17,179.32,B,B2,7 years,MORTGAGE,130000.0,Not Verified,Fully Paid,credit_card,MA,0.44,0.0,790.0,794.0,5.0,0.0,3.0,0,1,1,1,2,1,6,Low Risk
35000.0, 36 months,11.22,1149.51,B,B5,10+ years,MORTGAGE,126850.0,Verified,Fully Paid,debt_consolidation,MD,22.72,0.0,665.0,669.0,17.0,0.0,88.0,0,3,3,4,2,1,13,High Risk
15000.0, 36 months,9.76,482.32,B,B3,< 1 year,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,TX,33.86,1.0,715.0,719.0,27.0,0.0,23.5,0,2,4,1,2,2,11,Medium Risk
18400.0, 36 months,16.55,651.9,D,D2,4 years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,NV,18.36,0.0,720.0,724.0,8.0,0.0,51.1,0,2,2,3,4,1,12,Medium Risk
8000.0, 36 months,9.17,255.04,B,B2,4 years,MORTGAGE,49000.0,Source Verified,Fully Paid,debt_consolidation,AZ,17.88,0.0,660.0,664.0,7.0,0.0,33.5,0,3,2,2,2,1,10,Medium Risk
21000.0, 36 months,6.24,641.15,A,A2,10+ years,MORTGAGE,62000.0,Source Verified,Fully Paid,debt_consolidation,IN,30.7,0.0,750.0,754.0,8.0,0.0,60.5,0,1,4,3,1,1,10,Medium Risk
20000.0, 60 months,15.41,480.12,D,D1,5 years,MORTGAGE,92000.0,Source Verified,Charged Off,home_improvement,NJ,8.88,8.0,660.0,664.0,6.0,0.0,15.3,1,3,1,1,4,4,13,High Risk
16000.0, 36 months,6.89,493.23,A,A3,10+ years,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,MA,28.86,0.0,745.0,749.0,33.0,0.0,14.1,0,2,3,1,1,1,8,Low Risk
3000.0, 36 months,17.86,108.25,D,D5,8 years,OWN,90000.0,Verified,Fully Paid,debt_consolidation,IL,8.87,0.0,690.0,694.0,8.0,1.0,5.9,0,3,1,1,4,1,10,Medium Risk
24000.0, 36 months,9.76,771.72,B,B3,8 years,MORTGAGE,184000.0,Not Verified,Fully Paid,debt_consolidation,IL,15.69,0.0,700.0,704.0,13.0,0.0,89.1,0,2,2,4,2,1,11,Medium Risk
20000.0, 60 months,14.48,470.36,C,C5,3 years,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,NC,17.8,0.0,670.0,674.0,15.0,0.0,70.7,0,3,2,3,3,1,12,Medium Risk
